sanction_id,date_implemented,year,month,imposing_country_code,imposing_country,imposing_region,target_country_code,target_country,restriction_type,affected_technology,severity_level,description,source_reference,is_retaliatory,multilateral,status,economic_impact_usd_bn_est,is_synthetic
SC0742,2024-05-07,2024,5,NL,Netherlands,Europe,CN,China,Tariff,AI_Training_Data,1,[Synthetic] Tariff on AI_Training_Data – NL targeting CN (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,7.01,1
SC0747,2024-05-06,2024,5,FR,France,Europe,CN,China,Entity_Blacklist,AI_Training_Data,4,[Synthetic] Entity_Blacklist on AI_Training_Data – FR targeting CN (2024),Synthetic/Regulatory Pattern Estimate,0,1,Active,40.7,1
SC0757,2024-05-13,2024,5,EU,EU,Europe,PK,Pakistan,Entity_Blacklist,Dual_Use_Electronics,4,[Synthetic] Entity_Blacklist on Dual_Use_Electronics – EU targeting PK (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,25.76,1
SC0764,2024-05-13,2024,5,NL,Netherlands,Europe,PK,Pakistan,Export_Ban,Semiconductor_Equipment,4,[Synthetic] Export_Ban on Semiconductor_Equipment – NL targeting PK (2024),Synthetic/Regulatory Pattern Estimate,1,1,Active,25.41,1
SC0788,2024-05-07,2024,5,KR,South Korea,Asia-Pacific,AE,United Arab Emirates,Tariff,Quantum_Computing,4,[Synthetic] Tariff on Quantum_Computing – KR targeting AE (2024),Synthetic/Regulatory Pattern Estimate,1,1,Active,26.32,1
SC0798,2024-05-06,2024,5,DE,Germany,Europe,AE,United Arab Emirates,Tariff,AI_Training_Data,3,[Synthetic] Tariff on AI_Training_Data – DE targeting AE (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,28.05,1
SC0802,2024-05-20,2024,5,JP,Japan,Asia-Pacific,RU,RU,Data_Localization,Advanced_Logic_Chip,1,[Synthetic] Data_Localization on Advanced_Logic_Chip – JP targeting RU (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,11.38,1
SC0817,2024-05-23,2024,5,FR,France,Europe,RU,RU,Entity_Blacklist,EUV_Lithography,5,[Synthetic] Entity_Blacklist on EUV_Lithography – FR targeting RU (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,58.13,1
SC0820,2024-05-23,2024,5,US,United States,North America,SA,Saudi Arabia,Export_Ban,HBM_Memory,5,[Synthetic] Export_Ban on HBM_Memory – US targeting SA (2024),Synthetic/Regulatory Pattern Estimate,0,1,Active,48.88,1
SC0823,2024-05-23,2024,5,NL,Netherlands,Europe,IN,India,Technology_Transfer_Ban,AI_Training_Data,2,[Synthetic] Technology_Transfer_Ban on AI_Training_Data – NL targeting IN (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,15.6,1
SC0837,2024-05-03,2024,5,US,United States,North America,TW,Taiwan,Entity_Blacklist,AI_Training_Data,1,[Synthetic] Entity_Blacklist on AI_Training_Data – US targeting TW (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,10.48,1
SC0844,2024-05-21,2024,5,DE,Germany,Europe,PK,Pakistan,Technology_Transfer_Ban,Cloud_AI_Services,2,[Synthetic] Technology_Transfer_Ban on Cloud_AI_Services – DE targeting PK (2024),Synthetic/Regulatory Pattern Estimate,1,1,Active,17.44,1
SC0848,2024-05-16,2024,5,FR,France,Europe,TW,Taiwan,Tariff,AI_Accelerator,3,[Synthetic] Tariff on AI_Accelerator – FR targeting TW (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,29.95,1
SC0849,2024-05-27,2024,5,US,United States,North America,AE,United Arab Emirates,Export_Ban,GPU_High_End,4,[Synthetic] Export_Ban on GPU_High_End – US targeting AE (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,46.55,1
SC0853,2024-05-10,2024,5,DE,Germany,Europe,PK,Pakistan,Tariff,EUV_Lithography,5,[Synthetic] Tariff on EUV_Lithography – DE targeting PK (2024),Synthetic/Regulatory Pattern Estimate,1,1,Active,58.21,1
SC0855,2024-05-03,2024,5,NL,Netherlands,Europe,SA,Saudi Arabia,Tariff,Dual_Use_Electronics,4,[Synthetic] Tariff on Dual_Use_Electronics – NL targeting SA (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,7.41,1
SC0037,2024-06-12,2024,6,EU,EU,Multi-Regional,CN,China,Tariff,Electric_vehicles_semiconductor_heavy,4,EU imposes up to 38% tariffs on Chinese EVs,EU Commission 2024,0,1,Active,13.46,0
SC0739,2024-06-21,2024,6,DE,Germany,Europe,IR,IR,License_Requirement,Advanced_Logic_Chip,2,[Synthetic] License_Requirement on Advanced_Logic_Chip – DE targeting IR (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,17.38,1
SC0744,2024-06-25,2024,6,JP,Japan,Asia-Pacific,CN,China,Tariff,Advanced_Logic_Chip,5,[Synthetic] Tariff on Advanced_Logic_Chip – JP targeting CN (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,40.35,1
SC0749,2024-06-10,2024,6,EU,EU,Europe,TW,Taiwan,Data_Localization,Dual_Use_Electronics,4,[Synthetic] Data_Localization on Dual_Use_Electronics – EU targeting TW (2024),Synthetic/Regulatory Pattern Estimate,0,1,Active,44.96,1
SC0760,2024-06-11,2024,6,JP,Japan,Asia-Pacific,PK,Pakistan,Technology_Transfer_Ban,DUV_Lithography,4,[Synthetic] Technology_Transfer_Ban on DUV_Lithography – JP targeting PK (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,13.68,1
SC0766,2024-06-14,2024,6,NL,Netherlands,Europe,AE,United Arab Emirates,Technology_Transfer_Ban,Gallium_Germanium,5,[Synthetic] Technology_Transfer_Ban on Gallium_Germanium – NL targeting AE (2024),Synthetic/Regulatory Pattern Estimate,0,1,Active,45.3,1
SC0768,2024-06-22,2024,6,KR,South Korea,Asia-Pacific,TW,Taiwan,Data_Localization,GPU_High_End,2,[Synthetic] Data_Localization on GPU_High_End – KR targeting TW (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,6.67,1
SC0772,2024-06-27,2024,6,FR,France,Europe,CN,China,Data_Localization,GPU_High_End,3,[Synthetic] Data_Localization on GPU_High_End – FR targeting CN (2024),Synthetic/Regulatory Pattern Estimate,1,1,Active,13.03,1
SC0782,2024-06-06,2024,6,EU,EU,Europe,IN,India,License_Requirement,DUV_Lithography,5,[Synthetic] License_Requirement on DUV_Lithography – EU targeting IN (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,49.19,1
SC0800,2024-06-20,2024,6,DE,Germany,Europe,SA,Saudi Arabia,Export_Ban,Dual_Use_Electronics,4,[Synthetic] Export_Ban on Dual_Use_Electronics – DE targeting SA (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,46.29,1
SC0801,2024-06-21,2024,6,FR,France,Europe,IN,India,Export_Ban,Gallium_Germanium,2,[Synthetic] Export_Ban on Gallium_Germanium – FR targeting IN (2024),Synthetic/Regulatory Pattern Estimate,0,1,Active,6.22,1
SC0804,2024-06-05,2024,6,KR,South Korea,Asia-Pacific,IN,India,Data_Localization,AI_Accelerator,1,[Synthetic] Data_Localization on AI_Accelerator – KR targeting IN (2024),Synthetic/Regulatory Pattern Estimate,1,1,Active,6.81,1
SC0827,2024-06-09,2024,6,KR,South Korea,Asia-Pacific,IR,IR,Export_Ban,Cloud_AI_Services,1,[Synthetic] Export_Ban on Cloud_AI_Services – KR targeting IR (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,8.97,1
SC0784,2024-07-08,2024,7,JP,Japan,Asia-Pacific,TW,Taiwan,Export_Ban,Quantum_Computing,2,[Synthetic] Export_Ban on Quantum_Computing – JP targeting TW (2024),Synthetic/Regulatory Pattern Estimate,0,1,Active,10.39,1
SC0803,2024-07-26,2024,7,EU,EU,Europe,IN,India,Entity_Blacklist,HBM_Memory,2,[Synthetic] Entity_Blacklist on HBM_Memory – EU targeting IN (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,10.83,1
SC0812,2024-07-03,2024,7,JP,Japan,Asia-Pacific,IN,India,Data_Localization,Gallium_Germanium,5,[Synthetic] Data_Localization on Gallium_Germanium – JP targeting IN (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,59.52,1
SC0824,2024-07-15,2024,7,NL,Netherlands,Europe,IN,India,Tariff,Telecom_5G_Infrastructure,4,[Synthetic] Tariff on Telecom_5G_Infrastructure – NL targeting IN (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,8.03,1
SC0828,2024-07-17,2024,7,NL,Netherlands,Europe,TW,Taiwan,License_Requirement,Cloud_AI_Services,3,[Synthetic] License_Requirement on Cloud_AI_Services – NL targeting TW (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,7.68,1
SC0845,2024-07-19,2024,7,JP,Japan,Asia-Pacific,IN,India,License_Requirement,Semiconductor_Equipment,3,[Synthetic] License_Requirement on Semiconductor_Equipment – JP targeting IN (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,4.49,1
SC0038,2024-08-01,2024,8,EU,EU,Multi-Regional,GLOBAL,GLOBAL,Data_Localization,AI_systems_high_risk_applications,4,EU AI Act enters into force,EU Parliament 2024,0,1,Active,53.35,0
SC0733,2024-08-24,2024,8,EU,EU,Europe,TW,Taiwan,Entity_Blacklist,Quantum_Computing,5,[Synthetic] Entity_Blacklist on Quantum_Computing – EU targeting TW (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,25.12,1
SC0734,2024-08-26,2024,8,DE,Germany,Europe,IN,India,Export_Ban,Semiconductor_Equipment,1,[Synthetic] Export_Ban on Semiconductor_Equipment – DE targeting IN (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,9.73,1
SC0755,2024-08-12,2024,8,DE,Germany,Europe,TW,Taiwan,Data_Localization,HBM_Memory,1,[Synthetic] Data_Localization on HBM_Memory – DE targeting TW (2024),Synthetic/Regulatory Pattern Estimate,1,1,Active,9.52,1
SC0808,2024-08-02,2024,8,US,United States,North America,IR,IR,Tariff,Advanced_Logic_Chip,1,[Synthetic] Tariff on Advanced_Logic_Chip – US targeting IR (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,11.97,1
SC0810,2024-08-10,2024,8,KR,South Korea,Asia-Pacific,CN,China,Entity_Blacklist,Advanced_Logic_Chip,1,[Synthetic] Entity_Blacklist on Advanced_Logic_Chip – KR targeting CN (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,11.63,1
SC0813,2024-08-28,2024,8,JP,Japan,Asia-Pacific,IR,IR,Export_Ban,HBM_Memory,5,[Synthetic] Export_Ban on HBM_Memory – JP targeting IR (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,30.05,1
SC0822,2024-08-27,2024,8,KR,South Korea,Asia-Pacific,AE,United Arab Emirates,License_Requirement,DUV_Lithography,4,[Synthetic] License_Requirement on DUV_Lithography – KR targeting AE (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,35.75,1
SC0836,2024-08-05,2024,8,NL,Netherlands,Europe,IN,India,Export_Ban,AI_Training_Data,4,[Synthetic] Export_Ban on AI_Training_Data – NL targeting IN (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,21.5,1
SC0838,2024-08-28,2024,8,FR,France,Europe,CN,China,Tariff,Gallium_Germanium,1,[Synthetic] Tariff on Gallium_Germanium – FR targeting CN (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,4.64,1
SC0840,2024-08-16,2024,8,JP,Japan,Asia-Pacific,IN,India,Data_Localization,Cloud_AI_Services,3,[Synthetic] Data_Localization on Cloud_AI_Services – JP targeting IN (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,27.53,1
SC0847,2024-08-22,2024,8,US,United States,North America,CN,China,Entity_Blacklist,Gallium_Germanium,3,[Synthetic] Entity_Blacklist on Gallium_Germanium – US targeting CN (2024),Synthetic/Regulatory Pattern Estimate,1,1,Active,14.33,1
SC0857,2024-08-14,2024,8,JP,Japan,Asia-Pacific,RU,RU,License_Requirement,Gallium_Germanium,1,[Synthetic] License_Requirement on Gallium_Germanium – JP targeting RU (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,6.89,1
SC0729,2024-09-14,2024,9,DE,Germany,Europe,TW,Taiwan,Tariff,DUV_Lithography,2,[Synthetic] Tariff on DUV_Lithography – DE targeting TW (2024),Synthetic/Regulatory Pattern Estimate,0,1,Active,18.46,1
SC0746,2024-09-26,2024,9,KR,South Korea,Asia-Pacific,PK,Pakistan,Entity_Blacklist,GPU_High_End,5,[Synthetic] Entity_Blacklist on GPU_High_End – KR targeting PK (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,39.8,1
SC0761,2024-09-05,2024,9,DE,Germany,Europe,CN,China,Technology_Transfer_Ban,EUV_Lithography,2,[Synthetic] Technology_Transfer_Ban on EUV_Lithography – DE targeting CN (2024),Synthetic/Regulatory Pattern Estimate,1,1,Active,15.38,1
SC0774,2024-09-25,2024,9,EU,EU,Europe,RU,RU,Data_Localization,AI_Accelerator,2,[Synthetic] Data_Localization on AI_Accelerator – EU targeting RU (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,17.71,1
SC0775,2024-09-20,2024,9,JP,Japan,Asia-Pacific,TW,Taiwan,Entity_Blacklist,Cloud_AI_Services,4,[Synthetic] Entity_Blacklist on Cloud_AI_Services – JP targeting TW (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,16.97,1
SC0780,2024-09-10,2024,9,EU,EU,Europe,AE,United Arab Emirates,Tariff,AI_Training_Data,3,[Synthetic] Tariff on AI_Training_Data – EU targeting AE (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,30.48,1
SC0806,2024-09-07,2024,9,JP,Japan,Asia-Pacific,AE,United Arab Emirates,Export_Ban,Cloud_AI_Services,3,[Synthetic] Export_Ban on Cloud_AI_Services – JP targeting AE (2024),Synthetic/Regulatory Pattern Estimate,0,1,Active,20.82,1
SC0735,2024-10-25,2024,10,KR,South Korea,Asia-Pacific,CN,China,Entity_Blacklist,Cloud_AI_Services,2,[Synthetic] Entity_Blacklist on Cloud_AI_Services – KR targeting CN (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,18.23,1
SC0738,2024-10-02,2024,10,NL,Netherlands,Europe,RU,RU,Tariff,Advanced_Logic_Chip,2,[Synthetic] Tariff on Advanced_Logic_Chip – NL targeting RU (2024),Synthetic/Regulatory Pattern Estimate,0,1,Active,2.25,1
SC0743,2024-10-26,2024,10,US,United States,North America,CN,China,Technology_Transfer_Ban,GPU_High_End,3,[Synthetic] Technology_Transfer_Ban on GPU_High_End – US targeting CN (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,6.38,1
SC0771,2024-10-13,2024,10,KR,South Korea,Asia-Pacific,TW,Taiwan,Tariff,HBM_Memory,2,[Synthetic] Tariff on HBM_Memory – KR targeting TW (2024),Synthetic/Regulatory Pattern Estimate,0,1,Active,22.13,1
SC0809,2024-10-13,2024,10,NL,Netherlands,Europe,IN,India,Tariff,Dual_Use_Electronics,1,[Synthetic] Tariff on Dual_Use_Electronics – NL targeting IN (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,11.73,1
SC0819,2024-10-16,2024,10,FR,France,Europe,AE,United Arab Emirates,Technology_Transfer_Ban,Semiconductor_Equipment,3,[Synthetic] Technology_Transfer_Ban on Semiconductor_Equipment – FR targeting AE (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,25.56,1
SC0843,2024-10-24,2024,10,US,United States,North America,AE,United Arab Emirates,License_Requirement,HBM_Memory,2,[Synthetic] License_Requirement on HBM_Memory – US targeting AE (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,9.21,1
SC0846,2024-10-04,2024,10,FR,France,Europe,IN,India,License_Requirement,Telecom_5G_Infrastructure,4,[Synthetic] License_Requirement on Telecom_5G_Infrastructure – FR targeting IN (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,20.96,1
SC0731,2024-11-19,2024,11,US,United States,North America,PK,Pakistan,Export_Ban,Gallium_Germanium,5,[Synthetic] Export_Ban on Gallium_Germanium – US targeting PK (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,13.67,1
SC0736,2024-11-15,2024,11,EU,EU,Europe,RU,RU,Tariff,Dual_Use_Electronics,5,[Synthetic] Tariff on Dual_Use_Electronics – EU targeting RU (2024),Synthetic/Regulatory Pattern Estimate,1,1,Active,55.9,1
SC0756,2024-11-02,2024,11,DE,Germany,Europe,SA,Saudi Arabia,Export_Ban,Quantum_Computing,2,[Synthetic] Export_Ban on Quantum_Computing – DE targeting SA (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,15.33,1
SC0758,2024-11-03,2024,11,DE,Germany,Europe,IR,IR,Data_Localization,Gallium_Germanium,4,[Synthetic] Data_Localization on Gallium_Germanium – DE targeting IR (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,44.17,1
SC0770,2024-11-15,2024,11,EU,EU,Europe,TW,Taiwan,Export_Ban,GPU_High_End,2,[Synthetic] Export_Ban on GPU_High_End – EU targeting TW (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,17.98,1
SC0776,2024-11-10,2024,11,EU,EU,Europe,RU,RU,Export_Ban,AI_Accelerator,1,[Synthetic] Export_Ban on AI_Accelerator – EU targeting RU (2024),Synthetic/Regulatory Pattern Estimate,0,1,Active,7.06,1
SC0785,2024-11-09,2024,11,FR,France,Europe,RU,RU,Entity_Blacklist,HBM_Memory,2,[Synthetic] Entity_Blacklist on HBM_Memory – FR targeting RU (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,20.29,1
SC0807,2024-11-25,2024,11,KR,South Korea,Asia-Pacific,RU,RU,License_Requirement,HBM_Memory,3,[Synthetic] License_Requirement on HBM_Memory – KR targeting RU (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,23.17,1
SC0831,2024-11-02,2024,11,DE,Germany,Europe,PK,Pakistan,Tariff,AI_Accelerator,2,[Synthetic] Tariff on AI_Accelerator – DE targeting PK (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,14.11,1
SC0850,2024-11-27,2024,11,DE,Germany,Europe,IN,India,Export_Ban,GPU_High_End,3,[Synthetic] Export_Ban on GPU_High_End – DE targeting IN (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,18.21,1
SC0854,2024-11-25,2024,11,JP,Japan,Asia-Pacific,TW,Taiwan,Tariff,Semiconductor_Equipment,2,[Synthetic] Tariff on Semiconductor_Equipment – JP targeting TW (2024),Synthetic/Regulatory Pattern Estimate,1,1,Active,19.84,1
SC0039,2024-12-03,2024,12,CN,China,Asia-Pacific,US,United States,Export_Ban,Gallium_Germanium_Antimony_Indium_Bismuth,5,China bans critical mineral exports to US entirely,MOFCOM China 2024,0,0,Active,43.58,0
SC0730,2024-12-23,2024,12,NL,Netherlands,Europe,PK,Pakistan,Entity_Blacklist,Advanced_Logic_Chip,1,[Synthetic] Entity_Blacklist on Advanced_Logic_Chip – NL targeting PK (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,3.08,1
SC0745,2024-12-12,2024,12,EU,EU,Europe,RU,RU,Entity_Blacklist,Quantum_Computing,1,[Synthetic] Entity_Blacklist on Quantum_Computing – EU targeting RU (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,4.58,1
SC0759,2024-12-04,2024,12,US,United States,North America,TW,Taiwan,License_Requirement,Telecom_5G_Infrastructure,4,[Synthetic] License_Requirement on Telecom_5G_Infrastructure – US targeting TW (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,20.59,1
SC0767,2024-12-19,2024,12,DE,Germany,Europe,IN,India,License_Requirement,GPU_High_End,5,[Synthetic] License_Requirement on GPU_High_End – DE targeting IN (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,11.08,1
SC0773,2024-12-16,2024,12,EU,EU,Europe,PK,Pakistan,Technology_Transfer_Ban,Advanced_Logic_Chip,4,[Synthetic] Technology_Transfer_Ban on Advanced_Logic_Chip – EU targeting PK (2024),Synthetic/Regulatory Pattern Estimate,1,0,Active,36.64,1
SC0787,2024-12-24,2024,12,DE,Germany,Europe,CN,China,Entity_Blacklist,Gallium_Germanium,3,[Synthetic] Entity_Blacklist on Gallium_Germanium – DE targeting CN (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,11.13,1
SC0797,2024-12-18,2024,12,US,United States,North America,IN,India,Tariff,Gallium_Germanium,4,[Synthetic] Tariff on Gallium_Germanium – US targeting IN (2024),Synthetic/Regulatory Pattern Estimate,1,1,Active,40.92,1
SC0815,2024-12-26,2024,12,US,United States,North America,AE,United Arab Emirates,Data_Localization,Cloud_AI_Services,1,[Synthetic] Data_Localization on Cloud_AI_Services – US targeting AE (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,3.38,1
SC0821,2024-12-03,2024,12,KR,South Korea,Asia-Pacific,AE,United Arab Emirates,Export_Ban,Gallium_Germanium,1,[Synthetic] Export_Ban on Gallium_Germanium – KR targeting AE (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,2.94,1
SC0834,2024-12-20,2024,12,JP,Japan,Asia-Pacific,SA,Saudi Arabia,Tariff,Quantum_Computing,1,[Synthetic] Tariff on Quantum_Computing – JP targeting SA (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,6.67,1
SC0835,2024-12-10,2024,12,FR,France,Europe,IR,IR,Tariff,EUV_Lithography,3,[Synthetic] Tariff on EUV_Lithography – FR targeting IR (2024),Synthetic/Regulatory Pattern Estimate,0,0,Active,18.32,1
SC0040,2025-01-13,2025,1,US,United States,North America,GLOBAL,GLOBAL,Export_Ban,AI_chips_diffusion_rule_country_tiers,5,Biden AI Diffusion Rule – tiered country AI chip access,BIS Jan 2025,0,0,Active,35.03,0
SC0859,2025-01-25,2025,1,FR,France,Europe,SA,Saudi Arabia,License_Requirement,EUV_Lithography,4,[Synthetic] License_Requirement on EUV_Lithography – FR targeting SA (2025),Synthetic/Regulatory Pattern Estimate,0,0,Active,15.06,1
SC0860,2025-01-03,2025,1,EU,EU,Europe,IR,IR,Export_Ban,Semiconductor_Equipment,1,[Synthetic] Export_Ban on Semiconductor_Equipment – EU targeting IR (2025),Synthetic/Regulatory Pattern Estimate,1,1,Active,11.14,1
SC0871,2025-01-12,2025,1,KR,South Korea,Asia-Pacific,IR,IR,Entity_Blacklist,Gallium_Germanium,4,[Synthetic] Entity_Blacklist on Gallium_Germanium – KR targeting IR (2025),Synthetic/Regulatory Pattern Estimate,1,0,Active,41.29,1
SC0887,2025-01-08,2025,1,FR,France,Europe,IN,India,Tariff,Semiconductor_Equipment,4,[Synthetic] Tariff on Semiconductor_Equipment – FR targeting IN (2025),Synthetic/Regulatory Pattern Estimate,1,0,Active,4.17,1
SC0898,2025-01-28,2025,1,DE,Germany,Europe,CN,China,Tariff,GPU_High_End,1,[Synthetic] Tariff on GPU_High_End – DE targeting CN (2025),Synthetic/Regulatory Pattern Estimate,0,0,Active,4.03,1
SC0907,2025-01-28,2025,1,DE,Germany,Europe,IR,IR,License_Requirement,Advanced_Logic_Chip,4,[Synthetic] License_Requirement on Advanced_Logic_Chip – DE targeting IR (2025),Synthetic/Regulatory Pattern Estimate,0,0,Active,31.54,1
SC0909,2025-01-20,2025,1,FR,France,Europe,IN,India,Data_Localization,Semiconductor_Equipment,5,[Synthetic] Data_Localization on Semiconductor_Equipment – FR targeting IN (2025),Synthetic/Regulatory Pattern Estimate,0,0,Active,43.54,1
SC0920,2025-01-23,2025,1,KR,South Korea,Asia-Pacific,AE,United Arab Emirates,Tariff,Semiconductor_Equipment,1,[Synthetic] Tariff on Semiconductor_Equipment – KR targeting AE (2025),Synthetic/Regulatory Pattern Estimate,1,1,Active,10.04,1
SC0936,2025-01-23,2025,1,EU,EU,Europe,RU,RU,Entity_Blacklist,AI_Accelerator,2,[Synthetic] Entity_Blacklist on AI_Accelerator – EU targeting RU (2025),Synthetic/Regulatory Pattern Estimate,1,0,Active,14.78,1
SC0947,2025-01-20,2025,1,EU,EU,Europe,TW,Taiwan,Export_Ban,Cloud_AI_Services,5,[Synthetic] Export_Ban on Cloud_AI_Services – EU targeting TW (2025),Synthetic/Regulatory Pattern Estimate,0,0,Active,59.22,1
SC0952,2025-01-14,2025,1,KR,South Korea,Asia-Pacific,IN,India,Export_Ban,Quantum_Computing,5,[Synthetic] Export_Ban on Quantum_Computing – KR targeting IN (2025),Synthetic/Regulatory Pattern Estimate,1,0,Active,57.78,1
SC0969,2025-01-02,2025,1,FR,France,Europe,AE,United Arab Emirates,Export_Ban,Telecom_5G_Infrastructure,5,[Synthetic] Export_Ban on Telecom_5G_Infrastructure – FR targeting AE (2025),Synthetic/Regulatory Pattern Estimate,0,1,Active,53.27,1
SC0970,2025-01-06,2025,1,DE,Germany,Europe,IR,IR,Tariff,Semiconductor_Equipment,1,[Synthetic] Tariff on Semiconductor_Equipment – DE targeting IR (2025),Synthetic/Regulatory Pattern Estimate,0,1,Active,8.07,1
SC0971,2025-01-09,2025,1,EU,EU,Europe,AE,United Arab Emirates,Export_Ban,Telecom_5G_Infrastructure,4,[Synthetic] Export_Ban on Telecom_5G_Infrastructure – EU targeting AE (2025),Synthetic/Regulatory Pattern Estimate,1,0,Active,43.16,1
SC0982,2025-01-09,2025,1,JP,Japan,Asia-Pacific,RU,RU,Tariff,Telecom_5G_Infrastructure,5,[Synthetic] Tariff on Telecom_5G_Infrastructure – JP targeting RU (2025),Synthetic/Regulatory Pattern Estimate,1,1,Active,57.46,1
SC0876,2025-02-02,2025,2,FR,France,Europe,RU,RU,Export_Ban,Quantum_Computing,2,[Synthetic] Export_Ban on Quantum_Computing – FR targeting RU (2025),Synthetic/Regulatory Pattern Estimate,0,0,Active,21.56,1
SC0885,2025-02-15,2025,2,FR,France,Europe,TW,Taiwan,License_Requirement,AI_Training_Data,4,[Synthetic] License_Requirement on AI_Training_Data – FR targeting TW (2025),Synthetic/Regulatory Pattern Estimate,0,1,Active,5.12,1
SC0893,2025-02-02,2025,2,KR,South Korea,Asia-Pacific,CN,China,Technology_Transfer_Ban,Cloud_AI_Services,2,[Synthetic] Technology_Transfer_Ban on Cloud_AI_Services – KR targeting CN (2025),Synthetic/Regulatory Pattern Estimate,1,0,Active,8.49,1
SC0917,2025-02-15,2025,2,FR,France,Europe,IN,India,Entity_Blacklist,Semiconductor_Equipment,3,[Synthetic] Entity_Blacklist on Semiconductor_Equipment – FR targeting IN (2025),Synthetic/Regulatory Pattern Estimate,1,0,Active,9.82,1
SC0925,2025-02-20,2025,2,NL,Netherlands,Europe,CN,China,Tariff,Telecom_5G_Infrastructure,3,[Synthetic] Tariff on Telecom_5G_Infrastructure – NL targeting CN (2025),Synthetic/Regulatory Pattern Estimate,1,0,Active,32.25,1
SC0959,2025-02-25,2025,2,US,United States,North America,AE,United Arab Emirates,Tariff,Advanced_Logic_Chip,4,[Synthetic] Tariff on Advanced_Logic_Chip – US targeting AE (2025),Synthetic/Regulatory Pattern Estimate,1,0,Active,13.86,1
SC0960,2025-02-06,2025,2,KR,South Korea,Asia-Pacific,RU,RU,Technology_Transfer_Ban,HBM_Memory,1,[Synthetic] Technology_Transfer_Ban on HBM_Memory – KR targeting RU (2025),Synthetic/Regulatory Pattern Estimate,1,1,Active,2.17,1
SC0972,2025-02-03,2025,2,EU,EU,Europe,SA,Saudi Arabia,Export_Ban,Cloud_AI_Services,4,[Synthetic] Export_Ban on Cloud_AI_Services – EU targeting SA (2025),Synthetic/Regulatory Pattern Estimate,0,0,Active,27.56,1
SC0973,2025-02-24,2025,2,KR,South Korea,Asia-Pacific,TW,Taiwan,License_Requirement,DUV_Lithography,5,[Synthetic] License_Requirement on DUV_Lithography – KR targeting TW (2025),Synthetic/Regulatory Pattern Estimate,1,0,Active,20.25,1
